name,price,pioneer,modern,legacy,cEDH,edhPopularity,uuid,colorIdentity,flavorText,isPromo,keywords,manaValue,printings,rarity,subtypes,Legendary,text,types,variations
"Greasefang, Okiba Boss",0.41,0.022,0,0,0,14866,69f90017-071a-59f0-88a9-cd18d085d4df,"Black, White",It's hard to say which is more deadly: her bike or her bite.,TRUE,,3,"NEO, PNEO, PRM, SLD",rare,"Rat, Pilot",TRUE,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step.",Creature,74178cad-3e21-5586-af5e-0f0e4d263da8
"Greasefang, Okiba Boss",0.68,0.022,0,0,0,14866,74178cad-3e21-5586-af5e-0f0e4d263da8,"Black, White",It's hard to say which is more deadly: her bike or her bite.,TRUE,,3,"NEO, PNEO, PRM, SLD",rare,"Rat, Pilot",TRUE,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step.",Creature,69f90017-071a-59f0-88a9-cd18d085d4df
"Greasefang, Okiba Boss",1.04,0.022,0,0,0,14866,bcf9d63a-854e-51e5-8aff-0de49b04a7de,"Black, White",,FALSE,,3,"NEO, PNEO, PRM, SLD",rare,"Rat, Pilot",TRUE,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step.",Creature,"5cff0b8e-ae7e-5489-887a-5f58af8a2c29, 09423682-808a-5779-8f5c-5343416f8076"
"Greasefang, Okiba Boss",2.59,0.022,0,0,0,14866,de74047c-81e6-5840-8e12-93f561a74033,"Black, White",,FALSE,,3,"NEO, PNEO, PRM, SLD",rare,"Rat, Pilot",TRUE,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step.",Creature,
Green Sun's Zenith,9.97,0,0,0.078,0.145,22960,60bd2419-35d8-505a-b8ba-d8a9f5c76d8b,Green,"As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",FALSE,,1,"2X2, EMA, MBS, V13",rare,,FALSE,"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun's Zenith into its owner's library.",Sorcery,30da076a-8487-5a2b-899a-bb126c88af08
Green Sun's Zenith,11.31,0,0,0.078,0.145,22960,4a9893ea-e327-5c46-810d-99903fd7a952,Green,"As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",FALSE,,1,"2X2, EMA, MBS, V13",rare,,FALSE,"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun's Zenith into its owner's library.",Sorcery,
Green Sun's Zenith,11.69,0,0,0.078,0.145,22960,8a3a1680-762c-5b06-ac86-3b1dbb2b3bc3,Green,"As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",FALSE,,1,"2X2, EMA, MBS, V13",rare,,FALSE,"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun's Zenith into its owner's library.",Sorcery,
Green Sun's Zenith,13.28,0,0,0.078,0.145,22960,1c535260-9119-5411-8b3e-516efb708d0e,Green,"As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",FALSE,,1,"2X2, EMA, MBS, V13",mythic,,FALSE,"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun's Zenith into its owner's library.",Sorcery,
Green Sun's Zenith,26.77,0,0,0.078,0.145,22960,30da076a-8487-5a2b-899a-bb126c88af08,Green,"As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",FALSE,,1,"2X2, EMA, MBS, V13",rare,,FALSE,"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun's Zenith into its owner's library.",Sorcery,60bd2419-35d8-505a-b8ba-d8a9f5c76d8b
Grief,3.25,0,0.058,0.102,0,15476,8b47aa60-e9e1-51ba-aefd-9fcf7b950d8a,Black,,FALSE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,04176768-b6a3-550b-8517-17b910238886
Grief,4.51,0,0.058,0.102,0,15476,de56e60e-94de-5c5a-b704-7658d27c4de6,Black,,FALSE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,1a997600-975d-57bf-84c7-99dc6aa4b5ff
Grief,6.09,0,0.058,0.102,0,15476,04176768-b6a3-550b-8517-17b910238886,Black,,FALSE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,8b47aa60-e9e1-51ba-aefd-9fcf7b950d8a
Grief,19.21,0,0.058,0.102,0,15476,1a997600-975d-57bf-84c7-99dc6aa4b5ff,Black,,FALSE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,de56e60e-94de-5c5a-b704-7658d27c4de6
Grief,37.11,0,0.058,0.102,0,15476,8c6e0dba-3ea4-5fd3-bf89-e53558cf5299,Black,,TRUE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,
Grief,5.16,0,0.058,0.102,0,15477,df1c28ce-b211-5799-9df1-1d636c067f0c,Black,,FALSE,"Evoke, Menace",4,"H2R, MH2, PMH2, PRM, SPG",mythic,"Elemental, Incarnation",FALSE,"Menace\nWhen Grief enters, target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nEvoke—Exile a black card from your hand.",Creature,
Grim Monolith,15.86,0,0,0.038,0.23,22622,6f0e1a9e-7427-5dd2-88c2-5152af00a05e,Colorless,"Part prison, part home.",FALSE,,2,"PRM, ULG, WC00, WC99",rare,,FALSE,Grim Monolith doesn't untap during your untap step.\n{T}: Add {C}{C}{C}.\n{4}: Untap Grim Monolith.,Artifact,
Grim Monolith,20.08,0,0,0.038,0.23,22622,f42c933d-dc6b-5206-b3d7-aa42353e59b7,Colorless,"Part prison, part home.",FALSE,,2,"PRM, ULG, WC00, WC99",rare,,FALSE,Grim Monolith doesn't untap during your untap step.\n{T}: Add {C}{C}{C}.\n{4}: Untap Grim Monolith.,Artifact,
Grim Monolith,267.69,0,0,0.038,0.23,22622,2064bb5c-089c-5dc6-adf5-e885dec0cd24,Colorless,"Part prison, part home.",FALSE,,2,"PRM, ULG, WC00, WC99",rare,,FALSE,Grim Monolith doesn't untap during your untap step.\n{T}: Add {C}{C}{C}.\n{4}: Untap Grim Monolith.,Artifact,
Grim Tutor,17.48,0,0,0,0.077,22812,bf0d421a-de15-5d3f-88a8-0285291a5ec5,Black,"You see a lock, I see an invitation.",FALSE,,3,"M21, ME3, PM21, PRM, S99, SLD",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,bc4b85ab-5143-530f-a59c-ffad337dac77
Grim Tutor,19.63,0,0,0,0.077,22812,d844bf3f-d1a3-5ace-9160-dc26aae1a3f6,Black,"As blood touched the empty page, it formed words that seared themselves into the wizard's mind.",FALSE,,3,"M21, ME3, PM21, PRM, S99, SLD",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,2ef98d9d-84ed-5ede-96ad-65a7ffee02fa
Grim Tutor,20.63,0,0,0,0.077,22812,2ef98d9d-84ed-5ede-96ad-65a7ffee02fa,Black,"As blood touched the empty page, it formed words that seared themselves into the wizard's mind.",FALSE,,3,"M21, ME3, PM21, PRM, S99, SLD",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,d844bf3f-d1a3-5ace-9160-dc26aae1a3f6
Grim Tutor,21.46,0,0,0,0.077,22812,c4640625-a6ad-5378-a9e1-f979de8d637a,Black,"As blood touched the empty page, it formed words that seared themselves into the wizard's mind.",TRUE,,3,"M21, ME3, PM21, PRM, S99, SLD",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,9639e1a4-3a7e-5adf-ac28-4b0187e876ef
Grim Tutor,22.42,0,0,0,0.077,22812,bc4b85ab-5143-530f-a59c-ffad337dac77,Black,nothing is sacred.,FALSE,,3,"M21, ME3, PM21, PRM, S99, SLD",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,bf0d421a-de15-5d3f-88a8-0285291a5ec5
Grim Tutor,22.46,0,0,0,0.077,22812,9639e1a4-3a7e-5adf-ac28-4b0187e876ef,Black,"As blood touched the empty page, it formed words that seared themselves into the wizard's mind.",TRUE,,3,"M21, ME3, PM21, PRM, S99, SLD",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,c4640625-a6ad-5378-a9e1-f979de8d637a
Grim Tutor,59.71,0,0,0,0.077,22812,669c7b6a-813b-5025-a536-cc2e0fa95122,Black,One who goes unpunished never learns.\n—Greek proverb,FALSE,,3,"M21, ME3, PM21, PRM, S99, SLD",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",Sorcery,
Grinding Station,11.25,0,0.012,0,0.095,20707,1693cad4-6096-5ba5-9af3-6d5a70539d58,Colorless,,FALSE,Mill,2,"5DN, MB2",uncommon,,FALSE,"{T}, Sacrifice an artifact: Target player mills three cards.\nWhenever an artifact enters, you may untap Grinding Station.",Artifact,
Grindstone,1.36,0,0,0.062,0,16095,c6311b65-91e1-5f5f-a8d9-1f1f629cfa44,Colorless,"Tarnation Weaponsmith Enters Third Month of Sharpening: ""It's Almost Ready""",FALSE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",mythic,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,0a5a31d6-8ed8-5b31-97b2-83014fbc82a7
Grindstone,9.95,0,0,0.062,0,16095,46133d11-a516-5121-b906-0f5e30660372,Colorless,"""Memory is a burden that wears at the soul as weather wears at stone.""\n—Crovax",FALSE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",rare,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,
Grindstone,22.87,0,0,0.062,0,16095,255abdf0-6cea-57f1-9d6c-d5d3d3bd4196,Colorless,"""Memory is a burden that wears at the soul as weather wears at stone.""\n—Crovax",FALSE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",rare,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,
Grindstone,25.82,0,0,0.062,0,16095,23a79021-6618-5b25-860f-9caa0b2b5c9d,Colorless,,TRUE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",rare,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,
Grindstone,26.52,0,0,0.062,0,16095,0a5a31d6-8ed8-5b31-97b2-83014fbc82a7,Colorless,"Tarnation Weaponsmith Enters Third Month of Sharpening: ""It's Almost Ready""",FALSE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",mythic,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,c6311b65-91e1-5f5f-a8d9-1f1f629cfa44
Grindstone,131.43,0,0,0.062,0,16095,a5011e10-4675-564f-b8ea-02effc1c0482,Colorless,"""All attempts to halt the machine failed. We must find a way to repurpose it.""\n—Consulate engineer's log",FALSE,Mill,1,"MPS, OTP, P23, PRM, TMP, TPR, WC98",special,,FALSE,"{3}, {T}: Target player mills two cards. If two cards that share a color were milled this way, repeat this process.",Artifact,
Grisly Salvage,0.11,0.02,0,0,0,21835,767cd470-06b5-5a61-9691-747596803631,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.21,0.02,0,0,0,21835,9d3a4196-3813-5c64-832c-601ecd58db60,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.32,0.02,0,0,0,21835,1710a50e-6a54-5a4d-b333-3d23958204b9,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.34,0.02,0,0,0,21835,9a17b227-f390-5e4f-ba00-378f25b6aded,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.35,0.02,0,0,0,21835,22ce3843-31f5-53fd-a592-a506c554151f,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.54,0.02,0,0,0,21835,53eed8db-064a-5aed-b406-0e5bc61c206d,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,0.55,0.02,0,0,0,21835,d1e754fb-bdcd-594f-9b71-f41eb0d36d78,"Black, Green","To the Golgari, anything buried is treasure.",FALSE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",common,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
Grisly Salvage,3.38,0.02,0,0,0,21835,b12e735a-ff8d-502a-a56f-7a0f7fa50718,"Black, Green","To the Golgari, anything buried is treasure.",TRUE,,2,"C15, C18, C20, CMA, DSC, F13, GK1, HA5, M3C, PLST, PRM, RTR",rare,,FALSE,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,Instant,
"Grist, the Hunger Tide",1.35,0,0.019,0.028,0,21361,6117644e-7539-5735-ac90-775ed6ff6866,"Black, Green",,FALSE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,
"Grist, the Hunger Tide",1.99,0,0.019,0.028,0,21361,60b27752-6378-5bba-8b0a-936f9febede2,"Black, Green",,FALSE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,"56dc37ff-ef60-56ce-a551-628edcb0724c, b83a6a83-4ad7-522f-b1fc-5b8f7a1d5efe"
"Grist, the Hunger Tide",4.59,0,0.019,0.028,0,21361,b83a6a83-4ad7-522f-b1fc-5b8f7a1d5efe,"Black, Green",,FALSE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,"60b27752-6378-5bba-8b0a-936f9febede2, 56dc37ff-ef60-56ce-a551-628edcb0724c"
"Grist, the Hunger Tide",7.12,0,0.019,0.028,0,21361,56dc37ff-ef60-56ce-a551-628edcb0724c,"Black, Green",,FALSE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,"60b27752-6378-5bba-8b0a-936f9febede2, b83a6a83-4ad7-522f-b1fc-5b8f7a1d5efe"
"Grist, the Hunger Tide",10.31,0,0.019,0.028,0,21361,b19e49f0-6dbf-5fac-b1ae-ed261d17dc13,"Black, Green",,TRUE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,
"Grist, the Hunger Tide",19.6,0,0.019,0.028,0,21361,76751876-c491-5bcf-a4a1-fbcc4aa23515,"Black, Green",,FALSE,Mill,3,"DSC, M3C, MH2, PLST, PMH2, PRM, SLD",mythic,Grist,TRUE,"As long as Grist, the Hunger Tide isn't on the battlefield, it's a 1/1 Insect creature in addition to its other types.\n[+1]: Create a 1/1 black and green Insect creature token, then mill a card. If an Insect card was milled this way, put a loyalty counter on Grist and repeat this process.\n[−2]: You may sacrifice a creature. When you do, destroy target creature or planeswalker.\n[−5]: Each opponent loses life equal to the number of creature cards in your graveyard.",Planeswalker,
Guide of Souls,4.41,0,0.243,0.014,0,18397,a527d5f5-9f4d-53d2-b494-4c4e52068184,White,,FALSE,,1,"MH3, PMH3",rare,"Human, Cleric",FALSE,"Whenever another creature you control enters, you gain 1 life and get {E} (an energy counter).\nWhenever you attack, you may pay {E}{E}{E}. When you do, put two +1/+1 counters and a flying counter on target attacking creature. It becomes an Angel in addition to its other types.",Creature,61fbb6e1-0f10-5d9a-9781-407ef44e7b14
Guide of Souls,5.6,0,0.243,0.014,0,18397,61fbb6e1-0f10-5d9a-9781-407ef44e7b14,White,,FALSE,,1,"MH3, PMH3",rare,"Human, Cleric",FALSE,"Whenever another creature you control enters, you gain 1 life and get {E} (an energy counter).\nWhenever you attack, you may pay {E}{E}{E}. When you do, put two +1/+1 counters and a flying counter on target attacking creature. It becomes an Angel in addition to its other types.",Creature,a527d5f5-9f4d-53d2-b494-4c4e52068184
Guide of Souls,6.17,0,0.243,0.014,0,18397,ba136d43-d586-58c9-9347-c5e3255e7985,White,,TRUE,,1,"MH3, PMH3",rare,"Human, Cleric",FALSE,"Whenever another creature you control enters, you gain 1 life and get {E} (an energy counter).\nWhenever you attack, you may pay {E}{E}{E}. When you do, put two +1/+1 counters and a flying counter on target attacking creature. It becomes an Angel in addition to its other types.",Creature,
Hallowed Moonlight,1.3,0.028,0,0,0,6507,e7f84d27-e3c4-51aa-be69-d3e069cb8f38,White,Creatures of darkness instinctively hide from the light.,FALSE,,2,ORI,rare,,FALSE,"Until end of turn, if a creature would enter and it wasn't cast, exile it instead.\nDraw a card.",Instant,
"Hapatra, Vizier of Poisons",6.28,0,0.012,0,0,16545,e3a6cee0-3155-5a18-8abf-61addfcfcccc,"Black, Green",Her subtle smile is suffused with venom.,TRUE,,2,"AKH, AKR, PAKH",rare,"Human, Cleric",TRUE,"Whenever Hapatra, Vizier of Poisons deals combat damage to a player, you may put a -1/-1 counter on target creature.\nWhenever you put one or more -1/-1 counters on a creature, create a 1/1 green Snake creature token with deathtouch.",Creature,
"Hapatra, Vizier of Poisons",1.59,0,0.012,0,0,16547,9e98ed00-0adc-57b5-a0da-2d0b0967b949,"Black, Green",Her subtle smile is suffused with venom.,FALSE,,2,"AKH, AKR, PAKH",rare,"Human, Cleric",TRUE,"Whenever Hapatra, Vizier of Poisons deals combat damage to a player, you may put a -1/-1 counter on target creature.\nWhenever you put one or more -1/-1 counters on a creature, create a 1/1 green Snake creature token with deathtouch.",Creature,
Harbinger of the Seas,3.97,0,0.043,0,0,16112,10d150a0-4fbd-5afc-a97a-653a2a67d723,Blue,"The rising moon calls mercilessly to the waves, commanding the sea to rise high enough to devour mountains.",FALSE,,3,"MH3, PMH3",rare,"Merfolk, Wizard",FALSE,Nonbasic lands are Islands.,Creature,221eec74-9318-5deb-8b15-9649f5166f50
Harbinger of the Seas,4.62,0,0.043,0,0,16112,221eec74-9318-5deb-8b15-9649f5166f50,Blue,"The rising moon calls mercilessly to the waves, commanding the sea to rise high enough to devour mountains.",FALSE,,3,"MH3, PMH3",rare,"Merfolk, Wizard",FALSE,Nonbasic lands are Islands.,Creature,10d150a0-4fbd-5afc-a97a-653a2a67d723
Harbinger of the Seas,4.78,0,0.043,0,0,16112,06d7e263-a20c-5f0f-8644-586cfb40d3c8,Blue,"The rising moon calls mercilessly to the waves, commanding the sea to rise high enough to devour mountains.",TRUE,,3,"MH3, PMH3",rare,"Merfolk, Wizard",FALSE,Nonbasic lands are Islands.,Creature,
Haywire Mite,2.74,0,0.127,0,0,22363,9af5d393-e090-5c94-a2a4-0b99247ad15c,Green,"""They're easy enough to squish, but they're a pain to wash out of a workbench.""\n—Tergel, goblin explosioneer",FALSE,,1,"BLC, BRO, DSC, PLST",uncommon,Insect,FALSE,"When Haywire Mite dies, you gain 2 life.\n{G}, Sacrifice Haywire Mite: Exile target noncreature artifact or noncreature enchantment.","Artifact, Creature",
Haywire Mite,2.91,0,0.127,0,0,22363,4cc2e974-bd0c-5568-9ac0-537368c3042a,Green,"""They're easy enough to squish, but they're a pain to wash out of a workbench.""\n—Tergel, goblin explosioneer",FALSE,,1,"BLC, BRO, DSC, PLST",uncommon,Insect,FALSE,"When Haywire Mite dies, you gain 2 life.\n{G}, Sacrifice Haywire Mite: Exile target noncreature artifact or noncreature enchantment.","Artifact, Creature",
Heartfire Hero,2.43,0.119,0,0,0,10161,15193a55-e85a-551a-a60e-c2e8b26cdb3a,Red,,FALSE,Valiant,1,BLB,uncommon,"Mouse, Soldier",FALSE,"Valiant — Whenever Heartfire Hero becomes the target of a spell or ability you control for the first time each turn, put a +1/+1 counter on it.\nWhen Heartfire Hero dies, it deals damage equal to its power to each opponent.",Creature,
Hidden Strings,0.24,0.029,0,0,0,18536,87b52569-9c8c-5f51-a933-def166288b40,Blue,,FALSE,Cipher,2,"DGM, Q06",common,,FALSE,"You may tap or untap target permanent, then you may tap or untap another target permanent.\nCipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",Sorcery,
Hidden Strings,0.24,0.029,0,0,0,18541,87a85cb6-be61-5981-8cbd-b018c07713ca,Blue,,FALSE,Cipher,2,"DGM, Q06",common,,FALSE,"You may tap or untap target permanent, then you may tap or untap another target permanent.\nCipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",Sorcery,
High Noon,0.75,0.037,0,0,0,13361,e48770ca-c9c4-5196-a1bc-6f03485ded7b,"Red, White",They both knew only one of them would walk away.,TRUE,,2,"OTJ, POTJ",rare,,FALSE,"Each player can't cast more than one spell each turn.\n{4}{R}, Sacrifice High Noon: It deals 5 damage to any target.",Enchantment,117ee1c1-5fa9-5d2e-98e7-7f167efbd903
High Noon,0.86,0.037,0,0,0,13361,70a4df7f-b92d-54a2-807e-e16cc956cedd,"Red, White",They both knew only one of them would walk away.,FALSE,,2,"OTJ, POTJ",rare,,FALSE,"Each player can't cast more than one spell each turn.\n{4}{R}, Sacrifice High Noon: It deals 5 damage to any target.",Enchantment,49d17971-00b4-5cb4-a972-d3b15ac39bd3
High Noon,1.41,0.037,0,0,0,13361,49d17971-00b4-5cb4-a972-d3b15ac39bd3,"Red, White",They both knew only one of them would walk away.,FALSE,,2,"OTJ, POTJ",rare,,FALSE,"Each player can't cast more than one spell each turn.\n{4}{R}, Sacrifice High Noon: It deals 5 damage to any target.",Enchantment,70a4df7f-b92d-54a2-807e-e16cc956cedd
High Noon,1.44,0.037,0,0,0,13361,117ee1c1-5fa9-5d2e-98e7-7f167efbd903,"Red, White",They both knew only one of them would walk away.,TRUE,,2,"OTJ, POTJ",rare,,FALSE,"Each player can't cast more than one spell each turn.\n{4}{R}, Sacrifice High Noon: It deals 5 damage to any target.",Enchantment,e48770ca-c9c4-5196-a1bc-6f03485ded7b
Hullbreaker Horror,3.53,0,0,0,0.14,23028,b0bfaf54-0e3c-5230-93c6-0c01b3f01607,Blue,,FALSE,Flash,7,"CLB, DBL, PIP, PRM, PVOW, VOW, WOC",rare,"Kraken, Horror",FALSE,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand.",Creature,
Hullbreaker Horror,3.53,0,0,0,0.14,23028,2858bbfa-2720-5fb6-8436-2a3899ae41c6,Blue,,FALSE,Flash,7,"CLB, DBL, PIP, PRM, PVOW, VOW, WOC",rare,"Kraken, Horror",FALSE,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand.",Creature,
Hullbreaker Horror,3.79,0,0,0,0.14,23028,2533b340-5fe5-59e6-804d-e3e7fe0e3f32,Blue,,FALSE,Flash,7,"CLB, DBL, PIP, PRM, PVOW, VOW, WOC",rare,"Kraken, Horror",FALSE,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand.",Creature,b1148387-5c88-5ad6-89e7-f26291847a6e
Hullbreaker Horror,5.38,0,0,0,0.14,23028,b1148387-5c88-5ad6-89e7-f26291847a6e,Blue,,FALSE,Flash,7,"CLB, DBL, PIP, PRM, PVOW, VOW, WOC",rare,"Kraken, Horror",FALSE,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand.",Creature,2533b340-5fe5-59e6-804d-e3e7fe0e3f32
